age,gender,job_role,experience_years,company_size,work_mode,work_hours_per_week,overtime_hours,meetings_per_day,deadlines_missed,job_satisfaction,manager_support,work_life_balance,sleep_hours,physical_activity_days,screen_time_hours,caffeine_intake,social_support_score,has_therapy,stress_level,anxiety_score,depression_score,burnout_score,burnout_level,seeks_professional_help
26,Male,Backend Developer,4.6,Mid-size,Remote,39.0,13.0,5.0,1,5.2,6.9,4.0,4.7,3,5.1,0,6.2,0,6.8,4.3,3.8,2.4,Low,0
22,Female,Software Engineer,0.0,Startup,Hybrid,44.0,0.0,4.0,0,7.9,6.5,6.9,7.0,0,5.9,4,5.9,0,3.2,3.7,2.3,1.0,Low,0
35,Male,Software Engineer,7.0,Large,Onsite,45.0,9.0,4.0,1,5.9,5.5,4.8,5.5,3,7.0,2,7.1,1,5.1,2.9,1.1,1.4,Low,0
25,Female,Data Scientist,5.9,Mid-size,Onsite,65.0,0.0,2.0,0,5.4,2.3,5.9,5.0,1,7.5,4,7.5,0,6.6,6.2,5.7,4.1,Moderate,0
40,Female,Software Engineer,2.6,MNC,Onsite,44.0,7.0,3.0,1,5.3,5.4,6.1,6.0,2,5.0,3,2.8,0,4.3,3.9,2.0,1.0,Low,0
41,Male,QA Engineer,10.5,MNC,Hybrid,35.0,12.0,5.0,0,3.9,7.5,4.0,6.4,3,7.7,2,5.9,0,4.1,3.7,2.3,1.0,Low,0
28,Male,Backend Developer,9.4,Mid-size,Remote,52.0,6.0,0.0,5,5.3,7.6,3.2,6.2,5,6.8,3,4.7,0,6.5,6.3,4.8,3.7,Moderate,0
30,Male,DevOps,6.5,Startup,Onsite,54.0,7.0,5.0,0,4.3,4.3,3.5,6.6,0,3.2,3,5.5,0,6.0,2.5,3.5,2.8,Low,0
34,Male,Software Engineer,8.1,Large,Onsite,49.0,10.0,1.0,3,6.7,3.3,5.7,6.8,6,3.0,0,3.0,0,7.5,4.0,3.0,3.9,Moderate,0
25,Non-binary,Software Engineer,10.5,Mid-size,Remote,45.0,5.0,6.0,5,2.7,3.6,10.0,6.2,7,8.4,3,5.8,0,2.8,2.4,2.1,1.0,Low,0
40,Female,Backend Developer,8.5,MNC,Remote,37.0,7.0,5.0,0,5.4,5.9,2.3,6.2,3,6.2,4,3.5,0,6.2,5.3,3.6,2.1,Low,0
38,Male,Product Manager,7.5,MNC,Remote,47.0,2.0,3.0,2,3.3,7.0,5.7,4.8,0,6.9,1,7.5,0,7.2,4.2,4.6,2.4,Low,0
46,Female,Product Manager,9.1,Startup,Onsite,43.0,3.0,5.0,2,5.4,8.0,5.4,8.0,3,9.9,3,5.0,0,4.7,3.4,2.9,1.0,Low,0
35,Female,DevOps,3.6,Mid-size,Remote,46.0,10.0,4.0,0,6.2,1.5,5.8,4.8,4,9.9,2,6.2,0,7.3,4.4,3.3,2.8,Low,0
26,Male,Frontend Developer,6.3,MNC,Remote,49.0,14.0,2.0,1,2.3,3.3,4.7,5.2,1,7.2,1,5.0,0,6.9,5.2,4.0,3.3,Low,1
28,Male,Frontend Developer,6.7,Large,Onsite,51.0,3.0,2.0,2,4.9,5.4,7.2,7.8,0,7.3,3,6.0,0,4.9,4.3,3.8,1.2,Low,0
35,Female,Backend Developer,6.5,Startup,Remote,49.0,7.0,5.0,0,3.8,6.8,5.0,4.8,1,7.7,1,1.0,0,7.6,7.2,5.8,4.1,Moderate,0
54,Female,Data Scientist,7.1,Large,Onsite,44.0,11.0,3.0,1,5.2,2.9,6.7,3.6,3,5.9,0,6.2,1,5.4,3.9,2.0,1.2,Low,0
33,Non-binary,Product Manager,5.0,MNC,Remote,50.0,5.0,2.0,1,6.5,7.3,8.5,6.4,5,9.4,4,2.6,0,4.4,4.9,3.6,1.0,Low,1
25,Male,Backend Developer,5.9,Startup,Hybrid,58.0,5.0,2.0,2,2.7,4.6,2.5,4.5,3,4.4,3,5.6,0,7.6,5.6,5.6,4.2,Moderate,1
27,Female,Backend Developer,5.4,MNC,Hybrid,38.0,3.0,6.0,0,6.7,4.1,6.1,5.0,4,5.4,2,5.3,0,5.8,3.2,2.5,1.6,Low,0
22,Male,Software Engineer,13.3,Startup,Remote,61.0,9.0,5.0,2,3.3,7.2,5.0,5.1,1,5.9,2,5.5,1,6.0,4.7,4.3,2.9,Low,1
41,Male,Product Manager,6.1,Startup,Onsite,49.0,0.0,5.0,2,4.5,6.9,8.4,7.3,2,9.7,1,6.7,0,4.1,2.6,2.1,1.0,Low,0
47,Male,Data Scientist,2.7,Startup,Hybrid,34.0,8.0,2.0,4,3.8,5.3,4.4,8.3,0,9.7,2,6.0,0,5.5,5.9,2.6,2.4,Low,0
44,Female,Data Scientist,8.4,Startup,Hybrid,52.0,13.0,6.0,0,3.1,4.6,5.8,6.5,5,6.8,1,10.0,0,5.9,2.8,3.3,2.5,Low,0
33,Female,Backend Developer,6.0,Mid-size,Hybrid,58.0,4.0,3.0,5,3.8,3.5,4.3,5.0,2,6.0,2,3.5,0,7.1,4.6,4.5,2.8,Low,0
34,Male,Product Manager,3.3,Mid-size,Onsite,44.0,2.0,4.0,1,9.8,8.6,3.6,7.1,5,5.6,1,5.5,0,7.1,4.0,2.2,1.4,Low,0
39,Male,Software Engineer,0.0,Large,Remote,30.0,7.0,3.0,0,6.4,5.3,1.0,5.2,3,10.6,5,4.4,0,7.3,6.4,5.2,2.4,Low,0
52,Male,Data Scientist,2.5,Large,Onsite,42.0,11.0,2.0,0,4.9,4.0,2.9,6.3,3,8.7,2,4.0,1,7.3,7.1,4.9,3.1,Low,1
49,Male,Product Manager,5.4,MNC,Onsite,47.0,15.0,4.0,1,5.2,4.7,4.9,3.8,3,7.4,2,7.5,0,8.1,4.6,5.3,3.2,Low,0
26,Female,Software Engineer,3.4,Large,Hybrid,31.0,6.0,3.0,0,1.8,7.6,6.4,4.6,2,6.9,2,6.7,1,4.4,2.8,1.3,1.0,Low,0
41,Female,Data Scientist,5.4,Mid-size,Hybrid,55.0,3.0,8.0,0,4.4,4.3,5.4,5.8,2,7.7,2,7.1,0,5.5,4.3,4.3,2.3,Low,0
41,Female,Data Scientist,5.2,MNC,Hybrid,48.0,0.0,4.0,4,4.4,6.3,3.9,7.1,4,5.6,2,2.9,0,5.0,4.0,4.2,1.1,Low,0
35,Male,Software Engineer,3.2,MNC,Hybrid,39.0,0.0,3.0,0,8.1,4.7,6.6,6.0,1,10.0,3,4.3,0,3.9,5.3,1.4,1.6,Low,1
36,Male,Software Engineer,5.8,Large,Hybrid,54.0,1.0,5.0,3,4.6,4.6,6.8,6.6,3,8.7,3,6.8,0,3.9,3.8,2.3,1.5,Low,0
51,Female,Software Engineer,1.3,Mid-size,Onsite,49.0,9.0,5.0,2,3.2,3.8,5.6,7.7,3,7.8,2,5.6,1,6.7,5.0,2.7,1.6,Low,0
39,Male,Data Scientist,8.1,Large,Hybrid,48.0,9.0,5.0,2,2.5,8.7,4.5,8.1,7,8.2,3,8.9,0,6.2,3.3,2.0,1.3,Low,0
47,Male,QA Engineer,11.0,MNC,Remote,55.0,8.0,5.0,0,4.8,2.4,3.2,6.2,2,7.5,3,4.9,0,9.1,7.6,5.6,4.8,Moderate,1
40,Male,Data Scientist,3.8,Large,Remote,48.0,7.0,4.0,5,5.2,5.9,4.7,7.1,5,8.9,2,6.7,0,6.1,5.1,2.5,1.7,Low,0
25,Female,DevOps,5.8,Large,Hybrid,30.0,9.0,4.0,0,4.3,5.8,8.4,7.5,3,6.7,1,1.0,1,2.9,3.7,1.0,1.0,Low,0
48,Female,Software Engineer,3.5,Mid-size,Hybrid,47.0,2.0,8.0,3,5.4,7.3,6.3,6.9,7,8.3,0,6.4,0,5.5,3.0,3.1,2.1,Low,0
24,Male,Software Engineer,4.3,Mid-size,Remote,52.0,10.0,5.0,0,5.7,6.1,6.6,8.6,4,11.3,1,6.2,0,6.8,4.6,3.4,2.6,Low,0
33,Female,Software Engineer,7.0,MNC,Onsite,51.0,0.0,2.0,3,3.2,3.0,2.7,7.3,0,7.5,3,7.1,0,7.3,4.6,4.1,1.9,Low,0
23,Female,Data Scientist,6.0,Large,Onsite,31.0,10.0,1.0,3,4.7,4.7,1.4,6.3,1,7.2,3,6.7,0,7.9,6.0,5.9,3.3,Low,1
52,Female,ML Engineer,0.3,Large,Remote,57.0,5.0,3.0,0,5.0,4.3,3.5,7.2,4,8.4,3,3.1,0,5.7,4.9,4.0,2.8,Low,1
26,Male,Backend Developer,3.8,MNC,Onsite,60.0,15.0,4.0,5,6.2,1.2,5.8,7.0,1,10.3,3,3.7,0,7.3,7.4,4.1,4.8,Moderate,0
41,Female,Backend Developer,9.2,Startup,Hybrid,48.0,9.0,4.0,1,7.7,6.0,7.2,5.4,1,8.9,3,8.2,0,6.0,4.8,3.0,2.1,Low,0
32,Male,Software Engineer,4.4,Mid-size,Remote,44.0,10.0,0.0,1,5.0,2.8,1.4,8.3,4,8.6,2,4.2,0,6.6,5.9,4.2,3.3,Low,1
52,Male,Software Engineer,4.5,Large,Remote,30.0,5.0,5.0,0,1.7,3.0,9.3,6.5,3,6.9,1,4.9,0,3.5,3.0,4.1,1.0,Low,0
46,Male,Data Scientist,3.3,MNC,Onsite,55.0,8.0,9.0,0,5.9,3.2,3.2,5.5,0,10.7,2,7.1,0,7.8,5.9,4.0,4.4,Moderate,0
25,Male,DevOps,6.7,MNC,Remote,49.0,6.0,5.0,3,3.7,5.5,3.9,7.2,2,3.9,2,5.8,0,6.4,5.0,4.4,3.4,Low,0
42,Male,QA Engineer,1.2,Large,Hybrid,41.0,7.0,7.0,3,3.4,7.0,5.9,5.3,0,10.4,2,6.9,1,5.3,4.6,3.5,1.0,Low,0
22,Non-binary,Frontend Developer,1.9,MNC,Hybrid,52.0,2.0,4.0,2,5.1,5.1,4.2,6.5,3,7.7,1,10.0,0,6.2,2.9,1.4,2.8,Low,0
49,Female,Backend Developer,3.2,Large,Onsite,48.0,11.0,3.0,0,5.0,5.5,4.4,5.3,0,11.3,3,3.1,0,7.5,6.9,4.8,3.4,Low,0
22,Male,Software Engineer,4.6,MNC,Onsite,57.0,8.0,4.0,0,4.2,5.3,1.7,6.8,1,5.1,1,3.7,0,6.7,5.4,4.9,4.6,Moderate,0
37,Female,Software Engineer,0.0,Startup,Hybrid,58.0,14.0,3.0,4,6.2,4.0,4.3,6.3,2,6.5,2,5.2,0,6.7,4.8,4.1,3.1,Low,0
23,Female,Software Engineer,3.8,MNC,Hybrid,48.0,4.0,3.0,1,3.2,1.7,7.8,6.2,2,7.2,3,5.9,1,5.1,4.5,3.6,2.0,Low,0
23,Male,Data Scientist,1.2,Mid-size,Onsite,54.0,0.0,6.0,1,1.0,7.8,3.1,6.5,5,7.6,1,4.9,0,6.1,4.0,3.8,2.9,Low,0
38,Female,Backend Developer,5.0,Large,Hybrid,45.0,4.0,5.0,2,5.2,6.0,8.2,4.2,3,8.0,3,4.1,0,4.4,4.1,3.1,1.0,Low,0
43,Female,Software Engineer,5.8,Mid-size,Hybrid,43.0,7.0,5.0,2,6.0,5.4,1.6,4.1,0,8.6,3,1.1,1,7.4,6.0,3.0,2.9,Low,1
37,Male,Product Manager,4.8,Large,Onsite,55.0,7.0,4.0,0,4.7,1.0,2.2,4.3,3,8.9,2,5.7,1,10.0,7.0,5.3,4.8,Moderate,0
34,Female,Data Scientist,1.3,Large,Hybrid,40.0,8.0,5.0,0,6.3,5.7,2.8,6.4,0,10.4,1,8.7,0,6.7,4.7,3.3,2.8,Low,1
28,Non-binary,Product Manager,4.5,MNC,Onsite,45.0,2.0,1.0,0,6.1,4.3,5.9,3.5,3,7.8,1,7.4,1,6.3,3.3,2.4,1.3,Low,0
38,Male,Backend Developer,1.7,Large,Hybrid,60.0,2.0,4.0,0,5.3,6.2,6.1,9.1,4,5.6,3,7.4,1,4.4,3.2,1.0,1.0,Low,0
42,Male,ML Engineer,3.4,Startup,Remote,57.0,6.0,3.0,0,5.0,6.9,3.0,5.1,4,8.7,3,7.6,0,6.6,3.5,3.8,3.2,Low,1
52,Female,Product Manager,4.3,Large,Remote,52.0,5.0,2.0,5,3.5,4.3,3.1,9.6,1,9.2,3,6.2,0,5.2,3.9,1.4,2.0,Low,0
36,Female,Data Scientist,8.6,Mid-size,Onsite,56.0,7.0,0.0,4,8.0,4.1,4.2,6.7,2,8.2,4,6.6,0,7.3,4.9,2.8,4.0,Moderate,0
44,Male,QA Engineer,3.8,Large,Onsite,44.0,7.0,5.0,2,3.6,4.7,5.7,8.0,3,10.3,2,6.5,0,5.6,4.1,3.9,2.3,Low,0
47,Male,Software Engineer,4.4,Startup,Remote,60.0,11.0,1.0,2,8.4,5.8,5.1,5.3,4,7.6,2,5.1,0,7.8,5.2,5.8,3.4,Low,0
51,Female,QA Engineer,9.3,Startup,Onsite,32.0,9.0,2.0,3,7.3,2.0,2.4,5.3,1,10.3,3,4.0,1,7.2,5.2,4.1,1.9,Low,0
32,Male,Backend Developer,7.1,Mid-size,Hybrid,55.0,9.0,3.0,0,3.6,4.6,6.5,4.9,2,9.4,4,5.2,1,7.1,6.0,3.7,2.5,Low,0
47,Female,ML Engineer,0.0,Large,Onsite,46.0,0.0,2.0,2,4.3,4.0,6.1,6.5,2,9.1,3,4.6,0,5.1,4.5,3.7,1.0,Low,0
27,Male,Software Engineer,7.7,Startup,Onsite,43.0,10.0,5.0,1,5.8,7.5,3.4,5.4,0,8.7,2,3.5,1,5.4,5.2,2.8,1.3,Low,0
24,Female,Data Scientist,9.7,Mid-size,Hybrid,48.0,4.0,3.0,0,5.6,8.0,1.3,6.4,3,10.2,2,5.5,0,6.9,5.1,3.8,2.9,Low,0
46,Male,QA Engineer,2.6,Mid-size,Remote,37.0,0.0,0.0,1,6.3,8.2,1.0,5.2,4,3.1,1,4.4,0,7.0,4.9,3.4,2.9,Low,0
36,Non-binary,QA Engineer,7.2,Startup,Hybrid,51.0,2.0,1.0,1,7.1,5.0,2.3,7.5,2,10.4,3,4.5,0,7.2,6.0,5.1,4.1,Moderate,1
42,Male,ML Engineer,9.6,Startup,Remote,46.0,3.0,3.0,0,6.0,2.8,8.9,8.2,4,9.5,2,5.8,0,4.8,2.4,1.5,1.2,Low,0
27,Female,Frontend Developer,5.6,Mid-size,Remote,65.0,8.0,2.0,1,8.8,7.5,4.3,6.6,4,8.5,2,6.4,0,7.6,4.5,3.4,4.2,Moderate,0
44,Non-binary,QA Engineer,8.6,Large,Hybrid,44.0,7.0,5.0,2,5.3,5.3,4.4,5.3,4,8.4,1,4.9,0,7.2,5.5,4.3,1.5,Low,0
33,Male,ML Engineer,3.5,Mid-size,Remote,34.0,4.0,1.0,0,5.8,5.7,4.8,6.4,6,9.0,4,8.0,0,4.7,3.1,2.4,1.0,Low,0
48,Female,ML Engineer,6.5,MNC,Remote,57.0,5.0,8.0,1,5.5,4.3,3.1,8.9,1,9.5,3,5.1,0,6.6,6.8,3.2,4.3,Moderate,0
36,Male,DevOps,3.6,Large,Hybrid,37.0,6.0,5.0,3,5.1,6.5,6.3,6.5,6,8.7,0,5.0,0,3.1,3.1,1.8,1.0,Low,0
29,Female,Frontend Developer,8.4,MNC,Hybrid,49.0,2.0,6.0,0,5.1,4.7,1.5,5.8,2,11.7,2,3.6,0,6.0,6.2,4.4,2.3,Low,0
46,Male,Data Scientist,1.3,Startup,Remote,53.0,4.0,6.0,1,4.6,5.7,6.1,7.4,1,6.1,4,4.6,1,5.8,3.8,2.6,1.1,Low,0
40,Non-binary,Backend Developer,3.2,Large,Onsite,52.0,9.0,2.0,3,7.6,5.2,4.6,4.2,1,10.1,2,9.1,1,8.0,4.9,3.9,2.3,Low,0
42,Male,Software Engineer,0.3,Mid-size,Remote,55.0,8.0,3.0,2,2.5,7.0,7.3,8.1,0,9.4,2,1.3,0,4.9,6.2,3.8,2.4,Low,0
39,Male,Data Scientist,7.6,Large,Hybrid,59.0,8.0,1.0,0,5.1,3.4,6.7,7.6,2,8.2,2,9.3,0,5.5,4.9,2.3,2.4,Low,0
50,Male,Frontend Developer,6.8,Large,Hybrid,46.0,6.0,7.0,1,3.5,5.0,1.9,6.5,1,10.1,3,2.4,0,6.1,5.5,4.8,4.0,Moderate,0
48,Female,Frontend Developer,4.8,MNC,Hybrid,50.0,6.0,6.0,5,8.0,4.1,5.9,6.6,3,6.6,0,7.8,0,4.9,2.8,2.4,1.2,Low,0
31,Male,Software Engineer,6.5,MNC,Onsite,50.0,4.0,4.0,2,3.5,3.5,1.6,6.2,6,6.5,0,2.3,0,8.8,6.5,6.2,4.8,Moderate,0
26,Female,Frontend Developer,0.0,Large,Remote,58.0,3.0,4.0,4,2.8,4.7,1.3,3.4,0,6.6,0,2.4,0,9.9,6.9,6.9,4.2,Moderate,0
43,Non-binary,Software Engineer,4.7,Startup,Remote,44.0,12.0,5.0,0,4.7,4.1,6.3,6.3,1,5.7,3,3.8,0,6.2,4.5,4.1,2.1,Low,1
35,Male,Software Engineer,4.5,Startup,Remote,50.0,10.0,4.0,0,4.8,4.9,7.6,7.9,1,6.6,2,8.7,0,5.2,3.3,3.0,1.3,Low,0
22,Male,Frontend Developer,9.1,MNC,Onsite,55.0,6.0,5.0,5,4.5,6.8,4.0,5.8,5,6.7,3,5.8,0,5.3,3.8,3.4,2.4,Low,0
34,Female,DevOps,4.7,Startup,Hybrid,43.0,11.0,5.0,0,6.3,1.4,2.1,8.0,0,8.2,2,6.6,0,7.1,6.6,3.5,5.3,Moderate,0
48,Female,Backend Developer,5.6,MNC,Hybrid,30.0,3.0,4.0,0,7.1,3.3,8.8,5.1,4,8.3,3,7.7,0,3.1,2.5,2.0,1.0,Low,0
38,Female,ML Engineer,8.6,Mid-size,Hybrid,47.0,4.0,4.0,3,8.2,6.5,5.3,6.4,2,7.9,3,7.6,0,6.8,3.7,3.2,1.8,Low,0
29,Male,Data Scientist,6.1,MNC,Hybrid,45.0,8.0,1.0,0,5.2,6.4,4.7,7.0,0,13.9,2,7.4,0,6.6,5.2,3.2,2.5,Low,0
49,Male,Software Engineer,6.9,Large,Remote,47.0,0.0,5.0,3,6.6,1.6,3.8,8.1,5,7.7,4,4.6,0,4.8,3.7,2.2,2.6,Low,0
47,Female,ML Engineer,8.4,Large,Remote,56.0,3.0,4.0,3,2.3,10.0,7.2,6.7,7,5.0,3,6.6,0,3.1,1.4,2.3,1.0,Low,0
41,Male,Software Engineer,4.6,Startup,Onsite,55.0,10.0,3.0,0,4.2,2.5,6.5,5.9,1,8.1,3,8.6,0,6.7,4.4,5.8,3.8,Moderate,0
40,Male,QA Engineer,6.9,MNC,Hybrid,36.0,2.0,7.0,3,6.1,5.0,4.1,6.9,1,7.8,3,6.9,0,4.9,4.8,2.3,1.2,Low,0
35,Female,Software Engineer,4.3,Mid-size,Remote,62.0,3.0,7.0,5,3.5,3.1,2.1,6.9,1,6.5,1,5.6,0,7.1,5.7,4.2,4.5,Moderate,0
46,Female,Software Engineer,10.2,Large,Hybrid,51.0,17.0,4.0,0,5.4,7.3,4.0,6.3,4,10.5,2,8.5,0,8.0,4.6,4.6,4.2,Moderate,0
49,Female,Software Engineer,6.5,Startup,Remote,50.0,5.0,9.0,1,7.1,6.0,8.2,6.7,2,10.9,4,7.3,0,6.1,5.3,4.0,1.8,Low,0
29,Female,Backend Developer,5.6,MNC,Remote,46.0,5.0,3.0,1,7.8,2.3,7.9,6.5,0,6.2,1,7.0,1,5.2,3.9,1.7,1.0,Low,0
54,Female,Data Scientist,8.6,Mid-size,Remote,45.0,2.0,4.0,1,6.8,6.0,2.4,5.1,3,7.5,2,3.3,1,7.2,6.4,3.1,2.7,Low,0
27,Male,Data Scientist,7.5,Startup,Remote,49.0,3.0,4.0,0,4.9,5.3,6.4,5.1,1,6.5,1,6.4,0,7.3,6.4,5.2,2.9,Low,0
46,Male,Backend Developer,1.1,Mid-size,Remote,35.0,15.0,7.0,0,7.5,6.5,6.2,4.8,4,5.5,2,8.7,0,6.2,3.4,2.8,2.3,Low,0
22,Female,Product Manager,8.0,MNC,Remote,44.0,12.0,1.0,2,4.6,4.0,8.1,3.6,0,7.5,3,4.7,1,5.1,4.7,3.6,1.5,Low,0
51,Male,DevOps,5.4,Startup,Hybrid,38.0,0.0,2.0,4,5.8,6.7,1.9,7.7,3,6.7,0,2.5,0,6.4,6.1,3.1,1.7,Low,0
26,Female,Software Engineer,0.0,Large,Hybrid,30.0,1.0,5.0,1,2.4,7.4,2.8,5.9,1,9.2,2,6.9,1,5.8,5.3,3.1,1.0,Low,0
30,Male,Software Engineer,8.4,Large,Remote,49.0,0.0,3.0,1,9.4,4.9,5.9,5.7,1,6.7,1,3.7,0,4.3,5.0,1.3,1.0,Low,0
29,Male,Software Engineer,8.1,Mid-size,Onsite,40.0,9.0,8.0,1,5.3,6.1,2.8,7.3,3,7.9,1,5.0,0,6.3,5.3,4.2,1.7,Low,0
45,Female,Data Scientist,3.4,Startup,Remote,49.0,11.0,5.0,0,6.8,5.9,5.1,5.2,1,6.7,5,4.7,0,6.1,5.0,3.6,2.6,Low,0
46,Female,Software Engineer,3.8,Large,Onsite,45.0,6.0,4.0,3,6.0,5.7,4.3,7.6,4,6.4,2,4.4,0,6.8,5.6,3.8,3.7,Moderate,0
29,Non-binary,Software Engineer,5.7,MNC,Hybrid,45.0,8.0,7.0,0,4.6,3.6,4.8,5.9,1,3.0,0,7.7,0,3.8,3.4,2.2,1.9,Low,0
42,Male,ML Engineer,0.4,Startup,Hybrid,47.0,6.0,3.0,5,5.1,5.2,4.4,5.5,3,4.0,1,5.1,0,7.0,3.8,3.2,1.2,Low,0
40,Non-binary,Frontend Developer,3.3,Mid-size,Hybrid,39.0,4.0,4.0,0,8.8,5.8,7.0,4.6,4,8.6,3,5.4,0,5.9,4.7,2.9,1.1,Low,0
24,Female,Software Engineer,8.2,Startup,Onsite,48.0,1.0,6.0,0,2.6,1.8,6.0,6.1,4,6.6,5,6.9,1,4.9,4.3,2.1,1.4,Low,0
37,Female,Data Scientist,5.2,MNC,Remote,30.0,7.0,5.0,2,6.7,5.5,8.8,5.9,5,9.2,2,1.9,0,4.3,5.1,2.6,1.0,Low,0
22,Female,Product Manager,9.0,MNC,Onsite,53.0,2.0,4.0,0,4.9,3.5,4.8,5.2,5,8.2,4,7.8,0,6.6,5.0,3.7,3.1,Low,0
31,Male,Backend Developer,4.6,Mid-size,Hybrid,47.0,0.0,0.0,4,8.1,2.0,6.3,7.1,1,12.5,2,3.9,0,6.1,5.7,3.1,1.1,Low,0
27,Male,Data Scientist,3.0,MNC,Remote,49.0,11.0,4.0,0,2.7,5.5,6.1,5.5,5,8.8,4,8.5,1,5.5,4.6,3.1,1.8,Low,0
26,Female,QA Engineer,8.0,Startup,Remote,51.0,9.0,1.0,0,6.2,5.5,6.9,5.0,2,5.6,3,7.2,0,6.1,4.4,4.0,2.8,Low,0
38,Male,Software Engineer,12.9,MNC,Remote,41.0,1.0,4.0,0,5.1,6.9,5.4,6.2,2,6.2,3,5.7,1,6.5,5.2,2.6,1.0,Low,0
42,Female,Software Engineer,6.4,Large,Hybrid,61.0,5.0,0.0,0,3.2,6.5,5.5,6.1,3,9.0,2,4.1,0,5.9,5.1,2.4,2.5,Low,0
50,Male,DevOps,4.3,MNC,Hybrid,38.0,2.0,4.0,4,5.8,3.1,4.2,7.5,5,7.3,2,2.1,0,4.4,4.8,2.9,1.5,Low,0
52,Male,Data Scientist,3.3,Mid-size,Hybrid,50.0,6.0,7.0,1,5.2,8.6,6.6,6.3,3,7.4,1,5.8,0,5.2,4.9,3.2,1.1,Low,0
24,Non-binary,Backend Developer,3.4,Large,Onsite,58.0,18.0,8.0,0,3.6,5.9,8.3,7.0,0,11.3,0,5.9,1,5.1,5.6,3.0,2.9,Low,0
49,Male,Software Engineer,5.9,Mid-size,Hybrid,50.0,7.0,7.0,1,1.7,4.3,3.4,6.3,6,5.9,1,6.6,0,7.3,3.6,4.6,3.8,Moderate,0
49,Male,Data Scientist,8.0,Mid-size,Hybrid,51.0,3.0,1.0,0,10.0,2.1,6.5,6.4,2,7.6,3,4.1,1,6.4,5.6,2.6,1.9,Low,0
22,Male,Data Scientist,2.2,Startup,Hybrid,49.0,5.0,4.0,2,3.2,6.3,5.2,5.3,4,5.3,2,4.9,0,4.8,3.8,3.5,1.4,Low,0
33,Female,DevOps,7.6,Large,Hybrid,52.0,3.0,5.0,0,6.6,1.8,2.3,7.0,7,6.5,4,4.2,0,7.3,4.6,2.9,3.3,Low,0
37,Female,Frontend Developer,1.0,Startup,Onsite,46.0,4.0,4.0,2,6.5,4.4,7.0,4.7,7,6.2,3,8.2,0,6.6,3.1,4.6,1.3,Low,0
46,Male,Frontend Developer,5.7,Large,Remote,60.0,0.0,4.0,1,3.4,3.8,1.3,6.3,6,8.8,2,8.1,0,7.2,3.3,3.7,3.3,Low,0
39,Female,ML Engineer,4.4,Startup,Onsite,44.0,7.0,1.0,0,2.9,5.1,7.9,8.0,4,8.0,3,7.0,0,4.1,2.4,2.1,1.0,Low,0
29,Male,QA Engineer,5.3,Mid-size,Remote,48.0,8.0,4.0,3,9.8,7.1,4.0,8.5,4,7.9,1,4.3,0,4.6,4.1,1.1,2.1,Low,0
27,Male,Software Engineer,1.3,Large,Onsite,42.0,8.0,3.0,0,4.3,2.8,9.6,5.8,4,9.3,1,7.7,0,5.2,2.7,4.3,1.2,Low,0
30,Male,ML Engineer,4.4,Large,Hybrid,41.0,1.0,1.0,0,5.9,5.1,4.5,7.5,5,8.3,1,6.2,0,4.5,3.0,1.0,1.3,Low,0
39,Female,Product Manager,7.2,Large,Hybrid,61.0,0.0,3.0,0,6.4,1.1,6.2,5.8,0,10.3,2,2.5,1,6.9,5.4,4.8,3.1,Low,0
51,Female,Frontend Developer,4.0,Large,Remote,36.0,2.0,2.0,1,5.5,2.8,5.8,6.6,2,6.1,0,8.4,0,5.0,3.0,1.5,1.0,Low,0
41,Male,Backend Developer,5.6,Startup,Onsite,53.0,7.0,3.0,0,6.0,8.6,7.6,7.3,3,4.7,0,7.8,0,3.8,2.6,1.5,1.0,Low,0
39,Non-binary,Software Engineer,2.3,Large,Hybrid,57.0,11.0,0.0,3,2.7,7.4,5.1,6.3,4,10.3,3,8.2,0,5.7,3.2,3.1,2.4,Low,0
50,Female,Backend Developer,5.3,Mid-size,Hybrid,47.0,2.0,1.0,0,6.7,6.0,4.9,5.5,7,9.9,2,2.1,0,6.2,4.0,3.0,1.8,Low,0
32,Male,QA Engineer,7.0,MNC,Hybrid,49.0,10.0,4.0,0,7.7,3.8,7.9,6.5,3,10.0,5,7.7,1,4.7,3.8,1.8,1.0,Low,0
39,Male,Software Engineer,6.0,Startup,Remote,53.0,4.0,3.0,1,6.3,7.1,8.2,5.8,0,5.7,3,6.6,0,4.6,4.7,2.6,1.9,Low,0
54,Male,DevOps,2.2,Mid-size,Hybrid,38.0,11.0,5.0,1,3.3,7.6,1.4,7.4,3,9.4,1,6.3,0,6.1,3.7,3.7,1.4,Low,0
24,Female,QA Engineer,6.3,MNC,Hybrid,53.0,7.0,5.0,0,3.8,8.8,4.8,7.8,2,6.6,2,5.2,0,6.0,5.2,3.1,3.1,Low,0
49,Male,Data Scientist,6.9,Large,Remote,47.0,5.0,2.0,0,5.0,8.8,3.8,8.2,2,11.7,3,5.5,0,5.1,4.6,2.9,1.9,Low,0
26,Male,Data Scientist,6.7,MNC,Hybrid,56.0,9.0,3.0,1,4.6,2.4,5.7,5.3,0,7.9,3,6.3,0,7.4,6.2,3.8,4.2,Moderate,1
37,Male,Software Engineer,3.6,Large,Hybrid,53.0,0.0,2.0,0,6.1,8.3,1.0,6.8,4,10.5,0,8.6,1,7.0,4.9,2.8,2.3,Low,0
